ServiceID,PartName,ServiceType,MileageAtReplacement,WasBroken,Severity
3810,"Spark Plugs","Major Service",54484,"No",2
3811,"Brake Pads & Discs","Minor Service",41902,"No",1
3812,"Wiper Blades","Minor Service",14125,"Yes",5
3813,"Oxygen (O2) Sensor","Diagnostic",137450,"Yes",3
3814,"Brake Pads & Discs","Minor Service",46210,"Yes",3
3815,"Engine Oil & Filter","Minor Service",13048,"No",2
3816,"Thermostat","Diagnostic",117061,"Yes",5
3817,"Shocks & Struts","Major Service",85294,"Yes",5
3818,"Engine Oil & Filter","Minor Service",10390,"No",1
3819,"Shocks & Struts","Major Service",79035,"No",1
3820,"Brake Pads & Discs","Minor Service",31951,"No",1
3821,"Oxygen (O2) Sensor","Diagnostic",120112,"Yes",5
3822,"Coolant Flush","Major Service",122436,"No",2
3823,"Transmission Fluid","Major Service",79680,"No",2
3824,"Engine Oil & Filter","Minor Service",8601,"No",1
3825,"Wiper Blades","Minor Service",9252,"No",1
3826,"Wiper Blades","Minor Service",13412,"No",2
3827,"Engine Oil & Filter","Minor Service",8670,"No",2
3828,"Wiper Blades","Minor Service",17117,"No",2
3829,"Wiper Blades","Minor Service",18264,"Yes",5
3830,"Spark Plugs","Major Service",65998,"No",1
3831,"Brake Pads & Discs","Minor Service",34997,"No",2
3832,"Engine Air Filter","Minor Service",21150,"No",2
3833,"Engine Air Filter","Minor Service",22931,"No",2
3834,"Engine Oil & Filter","Minor Service",7601,"No",1
3835,"Engine Air Filter","Minor Service",19202,"No",2
3836,"Brake Pads & Discs","Minor Service",35685,"No",1
3837,"Wiper Blades","Minor Service",15285,"Yes",3
3838,"Wiper Blades","Minor Service",10000,"No",1
3839,"Cabin Air Filter","Minor Service",21733,"No",2
3840,"Wiper Blades","Minor Service",8744,"No",2
3841,"Transmission Fluid","Major Service",83739,"Yes",3
3842,"Wiper Blades","Minor Service",10957,"No",2
3843,"Engine Air Filter","Minor Service",19009,"Yes",5
3844,"Brake Pads & Discs","Minor Service",36982,"Yes",5
3845,"Engine Air Filter","Minor Service",19570,"No",2
3846,"Cabin Air Filter","Minor Service",20916,"No",1
3847,"Brake Pads & Discs","Minor Service",28546,"No",2
3848,"Brake Pads & Discs","Minor Service",23373,"No",2
3849,"Wiper Blades","Minor Service",12308,"No",2
3850,"Engine Oil & Filter","Minor Service",3573,"No",1
3851,"Drive/Serpentine Belt","Major Service",80834,"Yes",4
3852,"Cabin Air Filter","Minor Service",22575,"No",2
3853,"Transmission Fluid","Major Service",81502,"Yes",3
3854,"Cabin Air Filter","Minor Service",21418,"No",1
3855,"Engine Oil & Filter","Minor Service",11163,"Yes",3
3856,"Wiper Blades","Minor Service",15829,"No",1
3857,"Oxygen (O2) Sensor","Diagnostic",140575,"Yes",3
3858,"Spark Plugs","Major Service",54328,"Yes",5
3859,"Engine Air Filter","Minor Service",21227,"Yes",5
3860,"Spark Plugs","Major Service",72741,"Yes",4
3861,"Engine Air Filter","Minor Service",17825,"Yes",4
3862,"Mass Airflow Sensor","Diagnostic",92264,"Yes",5
3863,"Wiper Blades","Minor Service",9274,"No",1
3864,"Engine Oil & Filter","Minor Service",9485,"No",1
3865,"Thermostat","Diagnostic",93314,"Yes",3
3866,"Transmission Fluid","Major Service",95858,"No",2
3867,"Brake Pads & Discs","Minor Service",45223,"No",2
3868,"Cabin Air Filter","Minor Service",20943,"No",1
3869,"Coolant Flush","Major Service",76215,"Yes",3
3870,"Spark Plugs","Major Service",65127,"No",1
3871,"Engine Oil & Filter","Minor Service",12116,"No",2
3872,"Engine Oil & Filter","Minor Service",9035,"No",2
3873,"Cabin Air Filter","Minor Service",20004,"No",1
3874,"Engine Air Filter","Minor Service",19477,"No",1
3875,"Shocks & Struts","Major Service",82597,"No",2
3876,"Engine Air Filter","Minor Service",16827,"No",2
3877,"Engine Oil & Filter","Minor Service",13005,"No",2
3878,"Oxygen (O2) Sensor","Diagnostic",111295,"Yes",3
3879,"Drive/Serpentine Belt","Major Service",57630,"Yes",3
3880,"Transmission Fluid","Major Service",91146,"No",1
3881,"Engine Oil & Filter","Minor Service",9706,"No",2
3882,"Coolant Flush","Major Service",111046,"No",2
3883,"Wiper Blades","Minor Service",10943,"No",1
3884,"Spark Plugs","Major Service",71429,"Yes",3
3885,"Wiper Blades","Minor Service",17567,"No",1
3886,"Brake Pads & Discs","Minor Service",38798,"Yes",5
3887,"Drive/Serpentine Belt","Major Service",62616,"Yes",5
3888,"Drive/Serpentine Belt","Major Service",60196,"Yes",5
3889,"Cabin Air Filter","Minor Service",23662,"No",2
3890,"Engine Oil & Filter","Minor Service",9977,"No",1
3891,"Engine Air Filter","Minor Service",18662,"No",2
3892,"Wiper Blades","Minor Service",16725,"Yes",5
3893,"Spark Plugs","Major Service",78641,"Yes",5
3894,"Coolant Flush","Major Service",111609,"No",1
3895,"Cabin Air Filter","Minor Service",17010,"No",1
3896,"Cabin Air Filter","Minor Service",20620,"No",2
3897,"Brake Pads & Discs","Minor Service",37599,"Yes",3
3898,"Brake Pads & Discs","Minor Service",42689,"No",2
3899,"Spark Plugs","Major Service",53545,"Yes",4
3900,"Thermostat","Diagnostic",98157,"Yes",3
3901,"Wiper Blades","Minor Service",13704,"No",1
3902,"Engine Air Filter","Minor Service",22824,"Yes",4
3903,"Engine Air Filter","Minor Service",20184,"Yes",4
3904,"Oxygen (O2) Sensor","Diagnostic",132380,"Yes",5
3905,"Cabin Air Filter","Minor Service",24331,"Yes",4
3906,"Brake Pads & Discs","Minor Service",25853,"No",1
3907,"Wiper Blades","Minor Service",18026,"No",2
3908,"Cabin Air Filter","Minor Service",19086,"Yes",3
3909,"Wiper Blades","Minor Service",22332,"No",1
3910,"Wiper Blades","Minor Service",18215,"Yes",3
3911,"Drive/Serpentine Belt","Major Service",61600,"Yes",3
3912,"Mass Airflow Sensor","Diagnostic",71988,"Yes",4
3913,"Spark Plugs","Major Service",67180,"No",2
3914,"Engine Oil & Filter","Minor Service",9406,"No",2
3915,"Cabin Air Filter","Minor Service",21633,"No",2
3916,"Cabin Air Filter","Minor Service",17344,"No",1
3917,"Engine Oil & Filter","Minor Service",9866,"No",1
3918,"Engine Oil & Filter","Minor Service",12689,"Yes",4
3919,"Cabin Air Filter","Minor Service",23098,"No",1
3920,"Shocks & Struts","Major Service",102481,"Yes",4
3921,"Fuel Pump","Diagnostic",175975,"Yes",5
3922,"Wiper Blades","Minor Service",13407,"No",2
3923,"Engine Oil & Filter","Minor Service",9534,"No",1
3924,"Engine Air Filter","Minor Service",19424,"No",1
3925,"Wiper Blades","Minor Service",11858,"Yes",4
3926,"Thermostat","Diagnostic",98331,"Yes",3
3927,"Engine Oil & Filter","Minor Service",10890,"No",2
3928,"Engine Oil & Filter","Minor Service",9748,"No",1
3929,"Wiper Blades","Minor Service",16994,"No",2
3930,"Cabin Air Filter","Minor Service",23360,"No",2
3931,"Wiper Blades","Minor Service",19261,"Yes",3
3932,"Engine Oil & Filter","Minor Service",6529,"No",1
3933,"Brake Pads & Discs","Minor Service",28327,"Yes",5
3934,"Engine Air Filter","Minor Service",20530,"Yes",3
3935,"Cabin Air Filter","Minor Service",20250,"No",1
3936,"Wiper Blades","Minor Service",8210,"No",1
3937,"Engine Oil & Filter","Minor Service",12286,"No",1
3938,"Wiper Blades","Minor Service",12485,"No",2
3939,"Brake Pads & Discs","Minor Service",46772,"Yes",3
3940,"Wiper Blades","Minor Service",18610,"No",1
3941,"Drive/Serpentine Belt","Major Service",63965,"Yes",4
3942,"Wiper Blades","Minor Service",17615,"No",2
3943,"Wiper Blades","Minor Service",11140,"No",2
3944,"Brake Pads & Discs","Minor Service",31228,"No",2
3945,"Engine Oil & Filter","Minor Service",10241,"No",1
3946,"Engine Air Filter","Minor Service",17620,"Yes",4
3947,"Brake Pads & Discs","Minor Service",39856,"Yes",4
3948,"Engine Oil & Filter","Minor Service",6868,"No",1
3949,"Engine Air Filter","Minor Service",23308,"Yes",4
3950,"Engine Oil & Filter","Minor Service",9903,"No",2
3951,"Cabin Air Filter","Minor Service",21487,"Yes",5
3952,"Brake Pads & Discs","Minor Service",43402,"Yes",3
3953,"Engine Oil & Filter","Minor Service",8352,"No",2
3954,"Wiper Blades","Minor Service",13586,"No",1
3955,"Transmission Fluid","Major Service",74025,"No",2
3956,"Wiper Blades","Minor Service",12550,"Yes",5
3957,"Brake Pads & Discs","Minor Service",44547,"Yes",4
3958,"Shocks & Struts","Major Service",88849,"No",1
3959,"Drive/Serpentine Belt","Major Service",69479,"No",2
3960,"Wiper Blades","Minor Service",8446,"Yes",4
3961,"Drive/Serpentine Belt","Major Service",64423,"Yes",3
3962,"Engine Oil & Filter","Minor Service",10814,"Yes",4
3963,"Engine Oil & Filter","Minor Service",8622,"No",2
3964,"Engine Oil & Filter","Minor Service",10910,"No",1
3965,"Cabin Air Filter","Minor Service",19599,"Yes",4
3966,"Spark Plugs","Major Service",73574,"Yes",5
3967,"Cabin Air Filter","Minor Service",16898,"No",2
3968,"Wiper Blades","Minor Service",11244,"No",2
3969,"Wiper Blades","Minor Service",13776,"Yes",4
3970,"Cabin Air Filter","Minor Service",19194,"No",2
3971,"Shocks & Struts","Major Service",71239,"No",2
3972,"Engine Oil & Filter","Minor Service",12881,"No",2
3973,"Thermostat","Diagnostic",101767,"Yes",5
3974,"Oxygen (O2) Sensor","Diagnostic",143658,"Yes",4
3975,"Shocks & Struts","Major Service",108457,"Yes",3
3976,"Transmission Fluid","Major Service",76812,"Yes",5
3977,"Spark Plugs","Major Service",58199,"Yes",4
3978,"Engine Air Filter","Minor Service",21751,"Yes",4
3979,"Wiper Blades","Minor Service",16505,"No",2
3980,"Engine Air Filter","Minor Service",22723,"Yes",4
3981,"Cabin Air Filter","Minor Service",16282,"No",1
3982,"Cabin Air Filter","Minor Service",19716,"No",2
3983,"Wiper Blades","Minor Service",10637,"No",1
3984,"Transmission Fluid","Major Service",75994,"No",2
3985,"Brake Pads & Discs","Minor Service",29168,"Yes",5
3986,"Engine Air Filter","Minor Service",15651,"No",2
3987,"Cabin Air Filter","Minor Service",19113,"No",1
3988,"Engine Oil & Filter","Minor Service",10707,"No",2
3989,"Cabin Air Filter","Minor Service",19920,"No",2
3990,"Oxygen (O2) Sensor","Diagnostic",119475,"Yes",5
3991,"Cabin Air Filter","Minor Service",23489,"No",1
3992,"Engine Air Filter","Minor Service",18903,"No",1
3993,"Wiper Blades","Minor Service",13396,"No",2
3994,"Brake Pads & Discs","Minor Service",33071,"Yes",3
3995,"Brake Pads & Discs","Minor Service",34485,"Yes",5
3996,"Transmission Fluid","Major Service",74826,"No",1
3997,"Brake Pads & Discs","Minor Service",22639,"No",2
3998,"Drive/Serpentine Belt","Major Service",87551,"Yes",4
3999,"Wiper Blades","Minor Service",20451,"Yes",3
4000,"Engine Air Filter","Minor Service",26654,"No",2
4001,"Wiper Blades","Minor Service",15028,"No",2
4002,"Wiper Blades","Minor Service",17458,"No",1
4003,"Engine Air Filter","Minor Service",14655,"No",1
4004,"Wiper Blades","Minor Service",15353,"Yes",3
4005,"Thermostat","Diagnostic",104417,"Yes",5
4006,"Brake Pads & Discs","Minor Service",26458,"Yes",5
4007,"Engine Air Filter","Minor Service",16886,"No",1
4008,"Spark Plugs","Major Service",53687,"Yes",5
4009,"Cabin Air Filter","Minor Service",16934,"No",2
4010,"Engine Air Filter","Minor Service",17130,"No",1
4011,"Brake Pads & Discs","Minor Service",38547,"Yes",5
4012,"Engine Air Filter","Minor Service",25522,"Yes",5
4013,"Engine Air Filter","Minor Service",16808,"Yes",5
4014,"Cabin Air Filter","Minor Service",20253,"No",1
4015,"Engine Air Filter","Minor Service",20141,"No",2
4016,"Coolant Flush","Major Service",111153,"No",2
4017,"Cabin Air Filter","Minor Service",16175,"No",1
4018,"Engine Air Filter","Minor Service",24748,"Yes",3
4019,"Engine Oil & Filter","Minor Service",11135,"No",1
4020,"Engine Oil & Filter","Minor Service",6922,"Yes",4
4021,"Engine Oil & Filter","Minor Service",12195,"No",2
4022,"Engine Air Filter","Minor Service",20517,"No",1
4023,"Wiper Blades","Minor Service",13538,"No",1
4024,"Thermostat","Diagnostic",105448,"Yes",5
4025,"Spark Plugs","Major Service",64638,"Yes",3
4026,"Cabin Air Filter","Minor Service",20736,"No",2
4027,"Wiper Blades","Minor Service",14479,"No",2
4028,"Coolant Flush","Major Service",78824,"No",1
4029,"Alternator","Diagnostic",129031,"Yes",4
4030,"Thermostat","Diagnostic",94687,"Yes",3
4031,"Spark Plugs","Major Service",71426,"No",2
4032,"Wiper Blades","Minor Service",25446,"No",1
4033,"Brake Pads & Discs","Minor Service",30832,"Yes",4
4034,"Engine Oil & Filter","Minor Service",9149,"No",1
4035,"Cabin Air Filter","Minor Service",23148,"No",1
4036,"Coolant Flush","Major Service",78830,"No",2
4037,"Engine Air Filter","Minor Service",20762,"No",1
4038,"Brake Pads & Discs","Minor Service",30906,"No",2
4039,"Wiper Blades","Minor Service",9834,"No",1
4040,"Wiper Blades","Minor Service",9703,"No",2
4041,"Cabin Air Filter","Minor Service",12434,"Yes",3
4042,"Engine Oil & Filter","Minor Service",11931,"No",2
4043,"Drive/Serpentine Belt","Major Service",73240,"Yes",5
4044,"Wiper Blades","Minor Service",12962,"No",2
4045,"Engine Oil & Filter","Minor Service",10088,"Yes",5
4046,"Transmission Fluid","Major Service",56555,"No",1
4047,"Engine Air Filter","Minor Service",21051,"Yes",3
4048,"Alternator","Diagnostic",149484,"Yes",4
4049,"Engine Oil & Filter","Minor Service",9642,"No",2
4050,"Wiper Blades","Minor Service",25864,"Yes",5
4051,"Brake Pads & Discs","Minor Service",33538,"No",2
4052,"Wiper Blades","Minor Service",21349,"Yes",3
4053,"Alternator","Diagnostic",120644,"Yes",5
4054,"Cabin Air Filter","Minor Service",21362,"No",2
4055,"Engine Oil & Filter","Minor Service",10827,"No",2
4056,"Engine Air Filter","Minor Service",17867,"No",2
4057,"Wiper Blades","Minor Service",17601,"No",1
4058,"Wiper Blades","Minor Service",12863,"Yes",4
4059,"Wiper Blades","Minor Service",14151,"No",2
4060,"Engine Oil & Filter","Minor Service",8810,"No",1
4061,"Engine Oil & Filter","Minor Service",10323,"Yes",5
4062,"Engine Air Filter","Minor Service",18648,"No",2
4063,"Engine Oil & Filter","Minor Service",10569,"No",2
4064,"Engine Oil & Filter","Minor Service",6538,"No",1
4065,"Engine Air Filter","Minor Service",21463,"Yes",4
4066,"Engine Air Filter","Minor Service",20291,"No",2
4067,"Spark Plugs","Major Service",58155,"Yes",3
4068,"Brake Pads & Discs","Minor Service",24853,"Yes",5
4069,"Coolant Flush","Major Service",93200,"No",1
4070,"Wiper Blades","Minor Service",9508,"No",1
4071,"Engine Air Filter","Minor Service",20963,"No",2
4072,"Shocks & Struts","Major Service",91837,"Yes",3
4073,"Drive/Serpentine Belt","Major Service",59574,"Yes",5
4074,"Engine Air Filter","Minor Service",14178,"No",2
4075,"Engine Air Filter","Minor Service",26831,"Yes",5
4076,"Wiper Blades","Minor Service",9632,"No",2
4077,"Spark Plugs","Major Service",71256,"No",2
4078,"Engine Air Filter","Minor Service",20254,"No",2
4079,"Wiper Blades","Minor Service",11254,"No",1
4080,"Engine Oil & Filter","Minor Service",9195,"No",1
4081,"Wiper Blades","Minor Service",5877,"Yes",5
4082,"Mass Airflow Sensor","Diagnostic",85895,"Yes",5
4083,"Engine Oil & Filter","Minor Service",10814,"No",2
4084,"Cabin Air Filter","Minor Service",22951,"Yes",3
4085,"Brake Pads & Discs","Minor Service",30819,"No",2
4086,"Oxygen (O2) Sensor","Diagnostic",159979,"Yes",5
4087,"Drive/Serpentine Belt","Major Service",59418,"Yes",4
4088,"Shocks & Struts","Major Service",114261,"Yes",4
4089,"Brake Pads & Discs","Minor Service",26103,"No",2
4090,"Wiper Blades","Minor Service",21947,"Yes",3
4091,"Engine Air Filter","Minor Service",21605,"No",1
4092,"Engine Air Filter","Minor Service",20948,"Yes",5
4093,"Wiper Blades","Minor Service",15813,"Yes",3
4094,"Engine Oil & Filter","Minor Service",4657,"No",2
4095,"Coolant Flush","Major Service",67183,"No",1
4096,"Engine Air Filter","Minor Service",18705,"No",1
4097,"Drive/Serpentine Belt","Major Service",70136,"Yes",3
4098,"Brake Pads & Discs","Minor Service",37095,"Yes",4
4099,"Drive/Serpentine Belt","Major Service",64822,"No",2
4100,"Engine Air Filter","Minor Service",20942,"No",1
4101,"Wiper Blades","Minor Service",14683,"No",2
4102,"Engine Oil & Filter","Minor Service",12516,"No",1
4103,"Wiper Blades","Minor Service",14558,"Yes",4
4104,"Wiper Blades","Minor Service",13681,"No",2
4105,"Cabin Air Filter","Minor Service",15373,"No",1
4106,"Wiper Blades","Minor Service",18795,"Yes",5
4107,"Engine Air Filter","Minor Service",18842,"No",1
4108,"Thermostat","Diagnostic",110939,"Yes",5
4109,"Engine Air Filter","Minor Service",19824,"No",2
4110,"Brake Pads & Discs","Minor Service",26215,"No",2
4111,"Cabin Air Filter","Minor Service",13974,"Yes",3
4112,"Coolant Flush","Major Service",90204,"No",2
4113,"Transmission Fluid","Major Service",74146,"No",1
4114,"Shocks & Struts","Major Service",89021,"Yes",3
4115,"Cabin Air Filter","Minor Service",22743,"No",1
4116,"Drive/Serpentine Belt","Major Service",72972,"Yes",4
4117,"Oxygen (O2) Sensor","Diagnostic",98557,"Yes",4
4118,"Engine Oil & Filter","Minor Service",11773,"Yes",3
4119,"Brake Pads & Discs","Minor Service",35648,"No",1
4120,"Spark Plugs","Major Service",52063,"No",2
4121,"Engine Oil & Filter","Minor Service",12853,"No",1
4122,"Engine Oil & Filter","Minor Service",12594,"No",1
4123,"Brake Pads & Discs","Minor Service",29091,"Yes",5
4124,"Engine Oil & Filter","Minor Service",12267,"No",1
4125,"Cabin Air Filter","Minor Service",15019,"No",1
4126,"Engine Oil & Filter","Minor Service",7507,"No",2
4127,"Cabin Air Filter","Minor Service",17397,"No",2
4128,"Drive/Serpentine Belt","Major Service",65659,"Yes",5
4129,"Wiper Blades","Minor Service",18024,"Yes",3
4130,"Coolant Flush","Major Service",91521,"No",2
4131,"Cabin Air Filter","Minor Service",16913,"No",1
4132,"Cabin Air Filter","Minor Service",18675,"No",1
4133,"Spark Plugs","Major Service",55916,"No",1
4134,"Transmission Fluid","Major Service",84911,"Yes",5
4135,"Spark Plugs","Major Service",75802,"Yes",3
4136,"Engine Oil & Filter","Minor Service",8288,"No",2
4137,"Engine Oil & Filter","Minor Service",9396,"No",2
4138,"Thermostat","Diagnostic",129831,"Yes",5
4139,"Wiper Blades","Minor Service",9162,"No",1
4140,"Cabin Air Filter","Minor Service",20395,"No",2
4141,"Wiper Blades","Minor Service",15824,"No",1
4142,"Engine Oil & Filter","Minor Service",12634,"No",2
4143,"Engine Oil & Filter","Minor Service",11965,"No",2
4144,"Engine Oil & Filter","Minor Service",10635,"No",1
4145,"Cabin Air Filter","Minor Service",19069,"No",2
4146,"Drive/Serpentine Belt","Major Service",72467,"No",1
4147,"Engine Oil & Filter","Minor Service",10342,"Yes",3
4148,"Engine Air Filter","Minor Service",19672,"No",2
4149,"Engine Oil & Filter","Minor Service",9917,"No",1
4150,"Wiper Blades","Minor Service",19601,"Yes",5
4151,"Engine Oil & Filter","Minor Service",9632,"No",2
4152,"Engine Air Filter","Minor Service",16730,"No",1
4153,"Cabin Air Filter","Minor Service",21266,"Yes",4
4154,"Wiper Blades","Minor Service",15329,"No",2
4155,"Spark Plugs","Major Service",71641,"No",2
4156,"Coolant Flush","Major Service",97692,"No",1
4157,"Engine Oil & Filter","Minor Service",8250,"No",2
4158,"Brake Pads & Discs","Minor Service",29406,"No",2
4159,"Engine Oil & Filter","Minor Service",11180,"No",1
4160,"Wiper Blades","Minor Service",12787,"No",1
4161,"Brake Pads & Discs","Minor Service",36156,"Yes",4
4162,"Wiper Blades","Minor Service",13495,"No",2
4163,"Spark Plugs","Major Service",53499,"Yes",5
4164,"Engine Air Filter","Minor Service",21696,"No",2
4165,"Wiper Blades","Minor Service",16680,"Yes",5
4166,"Brake Pads & Discs","Minor Service",36218,"Yes",5
4167,"Engine Air Filter","Minor Service",15142,"Yes",5
4168,"Engine Oil & Filter","Minor Service",7223,"No",2
4169,"Oxygen (O2) Sensor","Diagnostic",125684,"Yes",4
4170,"Engine Oil & Filter","Minor Service",8745,"No",2
4171,"Engine Air Filter","Minor Service",13267,"No",2
4172,"Engine Air Filter","Minor Service",20575,"No",2
4173,"Drive/Serpentine Belt","Major Service",77264,"Yes",5
4174,"Brake Pads & Discs","Minor Service",33007,"Yes",3
4175,"Brake Pads & Discs","Minor Service",34648,"Yes",3
4176,"Cabin Air Filter","Minor Service",17907,"No",1
4177,"Cabin Air Filter","Minor Service",18526,"No",1
4178,"Engine Air Filter","Minor Service",23231,"No",2
4179,"Brake Pads & Discs","Minor Service",35140,"No",2
4180,"Engine Oil & Filter","Minor Service",9166,"No",1
4181,"Brake Pads & Discs","Minor Service",38816,"No",1
4182,"Mass Airflow Sensor","Diagnostic",105777,"Yes",5
4183,"Cabin Air Filter","Minor Service",19426,"No",2
4184,"Wiper Blades","Minor Service",12623,"No",2
4185,"Engine Air Filter","Minor Service",19575,"No",2
4186,"Brake Pads & Discs","Minor Service",43385,"No",1
4187,"Engine Air Filter","Minor Service",15466,"No",2
4188,"Wiper Blades","Minor Service",17173,"Yes",5
4189,"Wiper Blades","Minor Service",12056,"Yes",5
4190,"Engine Air Filter","Minor Service",19395,"No",1
4191,"Wiper Blades","Minor Service",13365,"Yes",4
4192,"Wiper Blades","Minor Service",11997,"No",1
4193,"Brake Pads & Discs","Minor Service",40431,"Yes",3
4194,"Fuel Pump","Diagnostic",120345,"Yes",3
4195,"Fuel Pump","Diagnostic",150710,"Yes",5
4196,"Engine Oil & Filter","Minor Service",8502,"No",1
4197,"Wiper Blades","Minor Service",23277,"Yes",5
4198,"Spark Plugs","Major Service",61607,"Yes",4
4199,"Spark Plugs","Major Service",55084,"Yes",3
4200,"Coolant Flush","Major Service",107761,"No",2
4201,"Engine Air Filter","Minor Service",23015,"No",2
4202,"Engine Oil & Filter","Minor Service",9865,"No",1
4203,"Coolant Flush","Major Service",112465,"No",1
4204,"Wiper Blades","Minor Service",24938,"Yes",5
4205,"Engine Oil & Filter","Minor Service",11037,"No",1
4206,"Engine Oil & Filter","Minor Service",9559,"No",1
4207,"Brake Pads & Discs","Minor Service",27639,"No",2
4208,"Engine Air Filter","Minor Service",20115,"No",1
4209,"Wiper Blades","Minor Service",5616,"No",2
4210,"Engine Oil & Filter","Minor Service",8760,"No",2
4211,"Cabin Air Filter","Minor Service",23055,"No",2
4212,"Engine Air Filter","Minor Service",20836,"No",1
4213,"Transmission Fluid","Major Service",79213,"No",1
4214,"Engine Oil & Filter","Minor Service",12745,"No",1
4215,"Cabin Air Filter","Minor Service",18096,"No",2
4216,"Engine Oil & Filter","Minor Service",9052,"No",1
4217,"Brake Pads & Discs","Minor Service",36587,"Yes",3
4218,"Wiper Blades","Minor Service",17582,"Yes",5
4219,"Brake Pads & Discs","Minor Service",27576,"No",1
4220,"Engine Oil & Filter","Minor Service",6368,"No",1
4221,"Engine Air Filter","Minor Service",22641,"No",2
4222,"Engine Air Filter","Minor Service",20470,"No",2
4223,"Cabin Air Filter","Minor Service",19729,"No",1
4224,"Wiper Blades","Minor Service",7925,"No",2
4225,"Shocks & Struts","Major Service",85912,"Yes",4
4226,"Engine Air Filter","Minor Service",19432,"No",2
4227,"Engine Oil & Filter","Minor Service",8461,"No",1
4228,"Spark Plugs","Major Service",59102,"Yes",3
4229,"Engine Oil & Filter","Minor Service",6154,"No",1
4230,"Cabin Air Filter","Minor Service",20249,"No",1
4231,"Oxygen (O2) Sensor","Diagnostic",122228,"Yes",3
4232,"Wiper Blades","Minor Service",17252,"No",1
4233,"Drive/Serpentine Belt","Major Service",88280,"Yes",4
4234,"Transmission Fluid","Major Service",95863,"No",2
4235,"Engine Oil & Filter","Minor Service",9052,"No",1
4236,"Engine Oil & Filter","Minor Service",8854,"No",1
4237,"Spark Plugs","Major Service",67259,"Yes",3
4238,"Engine Oil & Filter","Minor Service",9321,"No",2
4239,"Brake Pads & Discs","Minor Service",36083,"Yes",4
4240,"Thermostat","Diagnostic",87927,"Yes",5
4241,"Brake Pads & Discs","Minor Service",32321,"No",2
4242,"Drive/Serpentine Belt","Major Service",68278,"Yes",4
4243,"Brake Pads & Discs","Minor Service",34722,"No",1
4244,"Brake Pads & Discs","Minor Service",35814,"Yes",3
4245,"Cabin Air Filter","Minor Service",24373,"No",1
4246,"Drive/Serpentine Belt","Major Service",77156,"No",2
4247,"Wiper Blades","Minor Service",15140,"No",2
4248,"Wiper Blades","Minor Service",16099,"No",2
4249,"Coolant Flush","Major Service",99919,"No",1
4250,"Alternator","Diagnostic",149864,"Yes",5
4251,"Thermostat","Diagnostic",110352,"Yes",3
4252,"Engine Oil & Filter","Minor Service",13831,"No",2
4253,"Cabin Air Filter","Minor Service",19644,"No",2
4254,"Engine Air Filter","Minor Service",15410,"No",1
4255,"Engine Oil & Filter","Minor Service",8152,"No",2
4256,"Wiper Blades","Minor Service",13983,"No",2
4257,"Wiper Blades","Minor Service",15010,"No",1
4258,"Wiper Blades","Minor Service",18120,"No",1
4259,"Shocks & Struts","Major Service",90610,"Yes",3
4260,"Wiper Blades","Minor Service",9938,"No",2
4261,"Engine Air Filter","Minor Service",20748,"No",1
4262,"Brake Pads & Discs","Minor Service",41355,"No",1
4263,"Drive/Serpentine Belt","Major Service",90241,"Yes",4
4264,"Spark Plugs","Major Service",63693,"Yes",5
4265,"Cabin Air Filter","Minor Service",22617,"Yes",4
4266,"Cabin Air Filter","Minor Service",18774,"No",2
4267,"Engine Air Filter","Minor Service",15446,"No",2
4268,"Cabin Air Filter","Minor Service",21322,"No",1
4269,"Engine Air Filter","Minor Service",20986,"No",1
4270,"Cabin Air Filter","Minor Service",19800,"Yes",3
4271,"Engine Oil & Filter","Minor Service",11951,"Yes",3
4272,"Wiper Blades","Minor Service",17332,"Yes",3
4273,"Engine Oil & Filter","Minor Service",10824,"Yes",5
4274,"Engine Oil & Filter","Minor Service",8435,"No",2
4275,"Engine Air Filter","Minor Service",24828,"Yes",5
4276,"Oxygen (O2) Sensor","Diagnostic",101315,"Yes",3
4277,"Cabin Air Filter","Minor Service",25682,"No",2
4278,"Brake Pads & Discs","Minor Service",39147,"Yes",5
4279,"Cabin Air Filter","Minor Service",18016,"No",1
4280,"Shocks & Struts","Major Service",88185,"No",1
4281,"Engine Air Filter","Minor Service",20123,"No",1
4282,"Cabin Air Filter","Minor Service",17962,"No",1
4283,"Spark Plugs","Major Service",62749,"Yes",4
4284,"Wiper Blades","Minor Service",18914,"No",1
4285,"Engine Oil & Filter","Minor Service",9227,"No",2
4286,"Engine Air Filter","Minor Service",14613,"Yes",5
4287,"Engine Oil & Filter","Minor Service",8311,"No",2
4288,"Wiper Blades","Minor Service",22535,"Yes",3
4289,"Engine Air Filter","Minor Service",16910,"No",1
4290,"Engine Air Filter","Minor Service",14337,"No",1
4291,"Alternator","Diagnostic",84640,"Yes",4
4292,"Engine Oil & Filter","Minor Service",10198,"Yes",5
4293,"Engine Oil & Filter","Minor Service",8335,"No",1
4294,"Transmission Fluid","Major Service",91090,"Yes",3
4295,"Cabin Air Filter","Minor Service",17123,"No",2
4296,"Engine Oil & Filter","Minor Service",7912,"No",1
4297,"Wiper Blades","Minor Service",14609,"No",1
4298,"Cabin Air Filter","Minor Service",22997,"No",2
4299,"Engine Air Filter","Minor Service",21199,"Yes",5
4300,"Spark Plugs","Major Service",54986,"No",1
4301,"Cabin Air Filter","Minor Service",22933,"Yes",4
4302,"Engine Air Filter","Minor Service",21306,"Yes",3
